adj,miss_data,weight,size,method,raw_bias,per_bias,cov_rate,avg_wide,rmse
Unadjusted,MCAR,Unweighted,2500,Complete case,-0.155395150050375,76.1723955699192,0,0.0885424811753391,0.156368911226427
Unadjusted,MCAR,Unweighted,2500,Imputed,-0.155652705194068,76.2986452777134,0,0.0935905197083248,0.156655706052855
Unadjusted,MCAR,Unweighted,2500,Imputed w/ PRS,-0.153723628639323,75.3530405895036,0,0.0897327556877264,0.154593370940459
Unadjusted,MCAR,Weighted,2500,Complete case,-0.0013787016643844,0.675819087779445,1,0.22264996149987,0.0489577693507895
Unadjusted,MCAR,Weighted,2500,Imputed,-0.0400657193567378,19.6396208160001,0.88,0.222134881488109,0.0612058201550506
Unadjusted,MCAR,Weighted,2500,Imputed w/ PRS,-0.0360060061092219,17.649609652267,0.92,0.217734730756547,0.0587143484481548
Adjusted,MCAR,Unweighted,2500,Complete case,-0.129441384279657,66.4422540464731,0,0.0878379025126175,0.130708011915376
Adjusted,MCAR,Unweighted,2500,Imputed,-0.129770664749222,66.6112736898675,0,0.0929696547118588,0.131146616868496
Adjusted,MCAR,Unweighted,2500,Imputed w/ PRS,-0.127935420388521,65.6692428800948,0,0.0891143363931753,0.129114191781883
Adjusted,MCAR,Weighted,2500,Complete case,-0.00392141482090426,2.01286196993394,1,0.182116175015968,0.0409408197428253
Adjusted,MCAR,Weighted,2500,Imputed,-0.031368981840603,16.1016963178453,0.96,0.185298792668217,0.0502158493578909
Adjusted,MCAR,Weighted,2500,Imputed w/ PRS,-0.0285080624633469,14.6331865894616,0.92,0.181616183969981,0.0479477627672432
Unadjusted,MAR,Unweighted,2500,Complete case,-0.165256826000143,81.0064427147922,0,0.0869146597783605,0.166032413344824
Unadjusted,MAR,Unweighted,2500,Imputed,-0.191931891898724,94.0821640022433,0,0.14142956067472,0.193529597613096
Unadjusted,MAR,Unweighted,2500,Imputed w/ PRS,-0.189886637829107,93.0796108210061,0,0.129164616588456,0.191445971888826
Unadjusted,MAR,Weighted,2500,Complete case,-0.0532750013291882,26.1146147348831,0.6,0.214297023451128,0.0720131647134368
Unadjusted,MAR,Weighted,2500,Imputed,-0.00148913582106109,0.72995227188513,1,0.209055591560714,0.0528553038968094
Unadjusted,MAR,Weighted,2500,Imputed w/ PRS,-0.00163240262133184,0.800179530449651,0.96,0.205088328930251,0.051853967740356
Adjusted,MAR,Unweighted,2500,Complete case,-0.170525132835305,87.530539480893,0,0.0861577634577149,0.171286532601445
Adjusted,MAR,Unweighted,2500,Imputed,-0.163340583033082,83.8427105394356,0,0.137811444633195,0.16500461479484
Adjusted,MAR,Unweighted,2500,Imputed w/ PRS,-0.160278124252092,82.2707506483564,0,0.126644129294257,0.161932322590784
Adjusted,MAR,Weighted,2500,Complete case,-0.0450008762645551,23.098946830047,0.72,0.193162502409858,0.0649163209441059
Adjusted,MAR,Weighted,2500,Imputed,-0.00412401559156758,2.11685693220459,0.96,0.178430553737405,0.0460816360160623
Adjusted,MAR,Weighted,2500,Imputed w/ PRS,-0.00343258095818899,1.76194358031848,0.92,0.17566434960408,0.04515822845869
Unadjusted,MNAR,Unweighted,2500,Complete case,-0.266583097407891,130.675076676624,0,0.0910719711891343,0.267455480062737
Unadjusted,MNAR,Unweighted,2500,Imputed,-0.365608714363367,179.215963981296,0,0.118429019627265,0.367145670068828
Unadjusted,MNAR,Unweighted,2500,Imputed w/ PRS,-0.348170432643568,170.667977169676,0,0.131454639101482,0.349422591700293
Unadjusted,MNAR,Weighted,2500,Complete case,-0.13423685447485,65.8009131932703,0.44,0.232857665561602,0.14571272807911
Unadjusted,MNAR,Weighted,2500,Imputed,-0.16237516317901,79.5938943808236,0.32,0.235526986589881,0.174424186591763
Unadjusted,MNAR,Weighted,2500,Imputed w/ PRS,-0.145258960114409,71.2037857444264,0.44,0.233857242068209,0.157955408734656
Adjusted,MNAR,Unweighted,2500,Complete case,-0.289826940806046,148.768149674168,0,0.0921298255828069,0.290632609736112
Adjusted,MNAR,Unweighted,2500,Imputed,-0.330296220496863,169.54102828064,0,0.131960173738115,0.332197353453944
Adjusted,MNAR,Unweighted,2500,Imputed w/ PRS,-0.310748277183468,159.50707026217,0,0.140820624246206,0.312367626143157
Adjusted,MNAR,Weighted,2500,Complete case,-0.123133326255406,63.2043282770636,0.48,0.21354175966625,0.135889374968962
Adjusted,MNAR,Weighted,2500,Imputed,-0.119135615925004,61.1523038271169,0.48,0.202451742863562,0.132126615353557
Adjusted,MNAR,Weighted,2500,Imputed w/ PRS,-0.107511884149498,55.1858430704268,0.48,0.200060820436085,0.120911311734364
