adj,miss_data,weight,size,method,raw_bias,per_bias,cov_rate,avg_wide,rmse
Unadjusted,MCAR,Unweighted,1000,Complete case,-0.16165634350308314,79.63445515901566,0.004,0.13859907212306607,0.16559561302708878
Unadjusted,MCAR,Unweighted,1000,Imputed,-0.16180040663388431,79.70542292112908,0.009,0.14461911492847873,0.16590141165653396
Unadjusted,MCAR,Unweighted,1000,Imputed w/ PRS,-0.16215046463299898,79.8778669924811,0.004,0.14226410963383826,0.16615238064636056
Unadjusted,MCAR,Weighted,1000,Complete case,-0.0179378515244686,8.836467545408334,0.82,0.275833986772466,0.09880404141526875
Unadjusted,MCAR,Weighted,1000,Imputed,-0.05602227670028493,27.597453864900274,0.792,0.3104535216290795,0.10524781662765768
Unadjusted,MCAR,Weighted,1000,Imputed w/ PRS,-0.05360728978894745,26.407793362051855,0.787,0.30282064465886627,0.10293851931033032
Adjusted,MCAR,Unweighted,1000,Complete case,-0.1349608435680236,69.62722542022274,0.029,0.13821479006673432,0.1396569798856676
Adjusted,MCAR,Unweighted,1000,Imputed,-0.13503595520832587,69.66597603093875,0.05,0.1446796136146178,0.1399930341678614
Adjusted,MCAR,Unweighted,1000,Imputed w/ PRS,-0.1353971269374361,69.85230700467407,0.034,0.14226927204609938,0.1402413239880188
Adjusted,MCAR,Weighted,1000,Complete case,-0.019691004496936056,10.158724357467086,0.834,0.22722362940883936,0.08021879388283333
Adjusted,MCAR,Weighted,1000,Imputed,-0.046279900678585284,23.876118374654627,0.805,0.252919869017109,0.08569308495446751
Adjusted,MCAR,Weighted,1000,Imputed w/ PRS,-0.04448444722147532,22.949831614104674,0.813,0.2475942948658548,0.08412663932862484
Unadjusted,MAR,Unweighted,1000,Complete case,-0.16400012669870814,80.78903959257298,0.005,0.13659074007947072,0.16777334336533
Unadjusted,MAR,Unweighted,1000,Imputed,-0.1923246494583652,94.74214460983082,0.07,0.2109170476661398,0.19853611606685048
Unadjusted,MAR,Unweighted,1000,Imputed w/ PRS,-0.19109162909745858,94.13473940374377,0.065,0.2077950499700218,0.19709989203843334
Unadjusted,MAR,Weighted,1000,Complete case,-0.06043901965298433,29.773210850328628,0.66,0.2718958633735219,0.11845620609278483
Unadjusted,MAR,Weighted,1000,Imputed,-0.009275414025547376,4.569214707523494,0.834,0.27670134762563325,0.10308560741883968
Unadjusted,MAR,Weighted,1000,Imputed w/ PRS,-0.010172075646924517,5.010924312807287,0.828,0.2759627559802883,0.10279184061800943
Adjusted,MAR,Unweighted,1000,Complete case,-0.17188382023283275,88.6760424804875,0.003,0.1357310987327729,0.175418248789958
Adjusted,MAR,Unweighted,1000,Imputed,-0.16385616193646796,84.53451847233478,0.128,0.20577083907074095,0.17077673463952064
Adjusted,MAR,Unweighted,1000,Imputed w/ PRS,-0.1621211971927778,83.63943825416641,0.136,0.20232058452617255,0.16891990579278693
Adjusted,MAR,Weighted,1000,Complete case,-0.057853165010441895,29.84684486967578,0.659,0.23629191726025914,0.1052528526697548
Adjusted,MAR,Weighted,1000,Imputed,-0.013853109611847752,7.146914321330683,0.837,0.22963103177888694,0.08338935729222424
Adjusted,MAR,Weighted,1000,Imputed w/ PRS,-0.013973296919808626,7.208919778341802,0.834,0.2287979615064194,0.08325875317503724
Unadjusted,MNAR,Unweighted,1000,Complete case,-0.2665321066189524,131.29790414058286,0,0.14312818037936131,0.2690911291120603
Unadjusted,MNAR,Unweighted,1000,Imputed,-0.36160695469621973,178.13326835760768,0,0.201358922899431,0.36569572357000957
Unadjusted,MNAR,Unweighted,1000,Imputed w/ PRS,-0.3474825526684385,171.17536596073822,0,0.2030445008351145,0.35083033195515567
Unadjusted,MNAR,Weighted,1000,Complete case,-0.14262231531147027,70.25799376149848,0.385,0.2935293346620175,0.18076403993573859
Unadjusted,MNAR,Weighted,1000,Imputed,-0.16761158901721634,82.5681026830123,0.366,0.3121864775994384,0.20627073127139958
Unadjusted,MNAR,Weighted,1000,Imputed w/ PRS,-0.1531465750029967,75.44240946907455,0.389,0.30938499184017526,0.19309317397190995
Adjusted,MNAR,Unweighted,1000,Complete case,-0.2942288810496003,151.7946989984158,0,0.14529638103747294,0.2966692188652686
Adjusted,MNAR,Unweighted,1000,Imputed,-0.33063736965739776,170.57808813918547,0.004,0.22314678228911666,0.3361516428716802
Adjusted,MNAR,Unweighted,1000,Imputed w/ PRS,-0.31415830424990354,162.07642520119498,0.001,0.2196740713798641,0.31853295634105777
Adjusted,MNAR,Weighted,1000,Complete case,-0.1386271163369998,71.51868070302014,0.378,0.2582007015944086,0.1699039250055006
Adjusted,MNAR,Weighted,1000,Imputed,-0.13164854143497606,67.91838601776789,0.418,0.2593551092803139,0.1640641018643718
Adjusted,MNAR,Weighted,1000,Imputed w/ PRS,-0.12070225447871231,62.2711214537014,0.454,0.25566580665287625,0.15353008344863125
