raw_bias,per_bias,cov_rate,avg_wide,rmse
-0.169287706924573,84.697000524817,0,0.0621951793345367,0.169287706924573
-0.171856673252508,85.982290203425,0,0.0622380315490301,0.171856673252508
-0.164236405928326,82.169764195006,0,0.0601986226035242,0.164236405928326
0.0350953853213308,17.5587106883302,1,0.274890258042249,0.0350953853213308
-0.0268258186104991,13.4213311421627,1,0.28744783827754,0.0268258186104991
0.000351045914606135,0.175633166481948,1,0.310260023056755,0.000351045914606135
-0.139063348306133,73.4001950011248,0,0.0616949512624484,0.139063348306133
-0.140465241758147,74.1401401700134,0,0.0656993978683994,0.140465241758147
-0.134077829819276,70.7687465743871,0,0.0601088050090899,0.134077829819276
0.0313533188823678,16.5488588325379,1,0.184825664183472,0.0313533188823678
-0.00845614276086473,4.463307802991,1,0.2071314323794,0.00845614276086473
0.0110395920486822,5.82689989113687,1,0.222768967684954,0.0110395920486822
-0.154276947201975,77.186908107597,0,0.0592971607124433,0.154276947201975
-0.179521032640274,89.8168760861271,0,0.154495966985856,0.179521032640274
-0.180596696811962,90.3550458715716,0,0.0786163869819879,0.180596696811962
0.0034891024190406,1.74564659646723,1,0.242619515705236,0.0034891024190406
0.0597004847617718,29.8689850613461,1,0.23762451081344,0.0597004847617718
0.0609445963496496,30.4914314381428,1,0.23211850011049,0.0609445963496496
-0.156821302122982,82.7731698996455,0,0.0581687042040229,0.156821302122982
-0.147501226711024,77.8538625408371,0,0.126178594772984,0.147501226711024
-0.151378902907406,79.9005714144009,0,0.0825494092231822,0.151378902907406
0.0121482631249147,6.41207689268895,1,0.192080283979697,0.0121482631249147
0.0450710521140397,23.789330937104,1,0.153816960760679,0.0450710521140397
0.0421579903371564,22.2517633099902,1,0.151497752061773,0.0421579903371564
-0.233968856843192,117.057881820492,0,0.0634914351933885,0.233968856843192
-0.324068512083029,162.13599579444,0,0.113177199105658,0.324068512083029
-0.308442303263842,154.317985611637,0,0.0793378789692161,0.308442303263842
-0.0629870689483587,31.5133089619601,1,0.235351331613834,0.0629870689483587
-0.067006676434634,33.5243746415626,1,0.22494483986521,0.067006676434634
-0.0526446350677027,26.3388450641881,1,0.223405135924371,0.0526446350677027
-0.253885152165396,134.005256624534,0,0.063508684217311,0.253885152165396
-0.280235759899091,147.913592426959,0,0.116014592324246,0.280235759899091
-0.266116946376065,140.461422761856,0,0.0793968453221233,0.266116946376065
-0.037649200900145,19.8719412510024,1,0.213441771307751,0.037649200900145
-0.0298175415335576,15.738247278494,1,0.180133371091469,0.0298175415335576
-0.0254974188185864,13.4580069882227,1,0.172086413586071,0.0254974188185864
