adj,miss_data,weight,size,method,raw_bias,per_bias,cov_rate,avg_wide,rmse
Unadjusted,MCAR,Unweighted,1000,Complete case,-0.152703574671514,72.9935533369528,0.037,0.160780423052,0.157923443657644
Unadjusted,MCAR,Unweighted,1000,Imputed,-0.153778266491449,73.507264786393,0.095,0.179122428139717,0.159326364904374
Unadjusted,MCAR,Unweighted,1000,Imputed w/ PRS,-0.153687987257165,73.4641105765647,0.075,0.174687187215432,0.158936034100203
Unadjusted,MCAR,Weighted,1000,Complete case,-0.0159001458998922,7.60039933777412,0.86,0.276952426756625,0.0952373086319558
Unadjusted,MCAR,Weighted,1000,Imputed,-0.0723935548477531,34.6047092767688,0.767,0.299733683945951,0.107811186847334
Unadjusted,MCAR,Weighted,1000,Imputed w/ PRS,-0.0682083352030669,32.6041401740584,0.787,0.29274690264673,0.104319559218541
Adjusted,MCAR,Unweighted,1000,Complete case,-0.12490886414793,63.0109404430548,0.13,0.159634512141409,0.131056700718441
Adjusted,MCAR,Unweighted,1000,Imputed,-0.125667985302852,63.3938831445849,0.219,0.1797043474255,0.132289151647045
Adjusted,MCAR,Unweighted,1000,Imputed w/ PRS,-0.125455068105645,63.2864759327424,0.189,0.174762830012614,0.131768392342266
Adjusted,MCAR,Weighted,1000,Complete case,-0.0189447311418298,9.55677032074996,0.862,0.230065050196136,0.0777607334335574
Adjusted,MCAR,Weighted,1000,Imputed,-0.0637984902420657,32.1834875084503,0.803,0.261015908356273,0.0932408210191877
Adjusted,MCAR,Weighted,1000,Imputed w/ PRS,-0.0605883438547873,30.5641121006111,0.818,0.254668484242238,0.0896861321189386
Unadjusted,MAR,Unweighted,1000,Complete case,-0.167644409191803,80.1353940161989,0.008,0.151886442163551,0.171901856391923
Unadjusted,MAR,Unweighted,1000,Imputed,-0.17367853123566,83.0197535355975,0.048,0.187697721222467,0.178744330413501
Unadjusted,MAR,Unweighted,1000,Imputed w/ PRS,-0.172259274128722,82.3413370705151,0.051,0.183201946848203,0.177596655130895
Unadjusted,MAR,Weighted,1000,Complete case,-0.0367060924537369,17.5458113739415,0.786,0.27319233103194,0.10090909855983
Unadjusted,MAR,Weighted,1000,Imputed,-0.0437769120533598,20.9257207748268,0.782,0.266081179159742,0.0968071205444465
Unadjusted,MAR,Weighted,1000,Imputed w/ PRS,-0.0431736952937273,20.637378247072,0.781,0.263915594529492,0.0972716147412168
Adjusted,MAR,Unweighted,1000,Complete case,-0.147985931719525,74.6522898402601,0.031,0.151769846031447,0.152769589391712
Adjusted,MAR,Unweighted,1000,Imputed,-0.144207787028929,72.7463846692514,0.138,0.187862656783871,0.150250457367289
Adjusted,MAR,Unweighted,1000,Imputed w/ PRS,-0.142781552904662,72.0269132844537,0.135,0.181966911963388,0.149073929752397
Adjusted,MAR,Weighted,1000,Complete case,-0.0335609517602893,16.9300005008081,0.792,0.234783013739717,0.0853634826570354
Adjusted,MAR,Weighted,1000,Imputed,-0.0455715979960489,22.9888348341967,0.803,0.227301852755746,0.0827489013913582
Adjusted,MAR,Weighted,1000,Imputed w/ PRS,-0.0447598608756784,22.5793497292284,0.786,0.224950982246247,0.0832372928265216
Unadjusted,MNAR,Unweighted,1000,Complete case,-0.221750482988419,105.9985382944,0,0.157599238791279,0.225231051626038
Unadjusted,MNAR,Unweighted,1000,Imputed,-0.229335195454413,109.624092674007,0.005,0.190178423769272,0.233240069906593
Unadjusted,MNAR,Unweighted,1000,Imputed w/ PRS,-0.22515210649496,107.624542056205,0.002,0.182957687705675,0.229227816339129
Unadjusted,MNAR,Weighted,1000,Complete case,-0.0939509602324561,44.9093247590164,0.566,0.283363157302862,0.134727534845836
Unadjusted,MNAR,Weighted,1000,Imputed,-0.120629798085631,57.6620267045517,0.438,0.258988016847982,0.149099664389226
Unadjusted,MNAR,Weighted,1000,Imputed w/ PRS,-0.115280257785151,55.104902838321,0.44,0.257375466957074,0.145060649655332
Adjusted,MNAR,Unweighted,1000,Complete case,-0.221266192088956,111.618906687575,0,0.157839221865385,0.224880220775454
Adjusted,MNAR,Unweighted,1000,Imputed,-0.224557297908436,113.279122511309,0.006,0.194503619586072,0.22881261375188
Adjusted,MNAR,Unweighted,1000,Imputed w/ PRS,-0.218581691456143,110.264696074522,0.005,0.18660522592502,0.223108465543152
Adjusted,MNAR,Weighted,1000,Complete case,-0.0896592814341221,45.2291010822244,0.563,0.248310430554908,0.123125582921083
Adjusted,MNAR,Weighted,1000,Imputed,-0.10679165201584,53.8716164852506,0.455,0.229890040280517,0.130477862670767
Adjusted,MNAR,Weighted,1000,Imputed w/ PRS,-0.102277415894666,51.5943860795661,0.47,0.227741522211787,0.126906961421155
