raw_bias,per_bias,cov_rate,avg_wide,rmse
-0.186123601450669,93.1202333360919,0,0.0843656323687736,0.186123601450669
-0.194594052251762,97.3581179939854,0,0.0877275316789248,0.194594052251762
-0.194554627691459,97.3383933366823,0,0.0887369076721916,0.194554627691459
-0.0103997452905769,5.2031375953743,1,0.273832657634076,0.0103997452905769
-0.0590568526745297,29.5469669525226,1,0.24845769512024,0.0590568526745297
-0.0774842555693046,38.7664535945453,1,0.277898036375548,0.0774842555693046
-0.161180116047836,85.0738321226895,0,0.0836945007163426,0.161180116047836
-0.170501625909138,89.9938966102659,0,0.0850609812301706,0.170501625909138
-0.167491279533946,88.404980381429,0,0.088974087024742,0.167491279533946
-0.0224844151970305,11.8676882158425,1,0.182593381884904,0.0224844151970305
-0.0621752069740134,32.8172187115862,1,0.178958167496318,0.0621752069740134
-0.0730580514393704,38.5613843429619,1,0.207937454205142,0.0730580514393704
-0.175362351794681,87.7362300654528,0,0.0831445297959362,0.175362351794681
-0.200873583272801,100.499854933109,0,0.0996432777619212,0.200873583272801
-0.212664170863518,106.398850326814,0,0.108800893489889,0.212664170863518
-0.0115527737538258,5.780013814747,1,0.251148026485667,0.0115527737538258
0.0263783124072585,13.1974375481192,1,0.229622172491494,0.0263783124072585
0.0239720914049548,11.9935716254403,1,0.238373221613965,0.0239720914049548
-0.183453527037192,96.8301484337271,0,0.0813674070151584,0.183453527037192
-0.178321465434378,94.121351852941,0,0.0849616982178765,0.178321465434378
-0.187539138523038,98.9866093805738,0,0.10483472411656,0.187539138523038
-0.00522608993497548,2.75842646529817,1,0.214709594838784,0.00522608993497548
0.0106421890464015,5.61714327146151,1,0.161108934921358,0.0106421890464015
0.0101541985159631,5.35957288696282,1,0.171374481664439,0.0101541985159631
-0.252640003738443,126.399316985011,0,0.0896298520203872,0.252640003738443
-0.405351719001449,202.803117726073,0,0.176629783313452,0.405351719001449
-0.344409243773711,172.312747514802,0,0.124068299673839,0.344409243773711
-0.086940821422215,43.4977053644319,1,0.264662060259097,0.086940821422215
-0.153387241433203,76.741775904358,0,0.267091077352485,0.153387241433203
-0.119618451291907,59.8467792842305,1,0.248870635041377,0.119618451291907
-0.293393974697405,154.858740403238,0,0.0884450519491385,0.293393974697405
-0.379326299442123,200.215403175927,0,0.201589095317376,0.379326299442123
-0.310998967595983,164.150979713515,0,0.129233004142286,0.310998967595983
-0.0787035541891176,41.541184612107,1,0.246616736386569,0.0787035541891176
-0.115769673444558,61.105364638141,0,0.221575421358181,0.115769673444558
-0.090539384756185,47.7883538497594,1,0.203118885649516,0.090539384756185
