adj,miss_data,weight,size,method,raw_bias,per_bias,cov_rate,avg_wide,rmse
Unadjusted,MCAR,Unweighted,2500,Complete case,-0.151070754897729,72.2130521764283,0,0.0878959135386324,0.152753523716839
Unadjusted,MCAR,Unweighted,2500,Imputed,-0.151048250021001,72.202294661921,0,0.0917434331744124,0.152766662529447
Unadjusted,MCAR,Unweighted,2500,Imputed w/ PRS,-0.15115847664048,72.2549838844585,0,0.090943074642728,0.152918478916007
Unadjusted,MCAR,Weighted,2500,Complete case,-0.00831563396925866,3.97494081570371,0.869,0.185372936810671,0.0612661618572385
Unadjusted,MCAR,Weighted,2500,Imputed,-0.0439940609113507,21.0295196988658,0.758,0.197450408409542,0.0704229106433695
Unadjusted,MCAR,Weighted,2500,Imputed w/ PRS,-0.0404637704832419,19.3420120998236,0.765,0.194414034272627,0.0675725373978384
Adjusted,MCAR,Unweighted,2500,Complete case,-0.123240817516752,62.1694854538482,0,0.0870706641552595,0.125181331415362
Adjusted,MCAR,Unweighted,2500,Imputed,-0.123167138652084,62.1323177589438,0,0.0911898686573904,0.125168380991224
Adjusted,MCAR,Unweighted,2500,Imputed w/ PRS,-0.123255812729574,62.1770498686601,0,0.0902051902853366,0.125295034343613
Adjusted,MCAR,Weighted,2500,Complete case,-0.00923162370574494,4.65694164688334,0.871,0.154402259545562,0.0492946900110164
Adjusted,MCAR,Weighted,2500,Imputed,-0.0351906559285265,17.7521134307838,0.806,0.164060078185956,0.0568123429448559
Adjusted,MCAR,Weighted,2500,Imputed w/ PRS,-0.0323824179876864,16.335482875,0.801,0.1616391406104,0.0546039908695825
Unadjusted,MAR,Unweighted,2500,Complete case,-0.161857193225626,77.3690576143938,0,0.0838453021501665,0.163294949809526
Unadjusted,MAR,Unweighted,2500,Imputed,-0.167612308594925,80.1200496692485,0,0.0997539172067348,0.169412883043777
Unadjusted,MAR,Unweighted,2500,Imputed w/ PRS,-0.166411154657688,79.5458882969804,0,0.0982574040033429,0.168226189096991
Unadjusted,MAR,Weighted,2500,Complete case,-0.0297018168755958,14.1977105577061,0.768,0.180707614255688,0.0656149382792843
Unadjusted,MAR,Weighted,2500,Imputed,-0.0122448507661949,5.8531384705823,0.853,0.176521284550924,0.0580942613758344
Unadjusted,MAR,Weighted,2500,Imputed w/ PRS,-0.0114247458335527,5.46112162833424,0.858,0.175640249534653,0.0579536134890666
Adjusted,MAR,Unweighted,2500,Complete case,-0.143414632060765,72.3462734297327,0,0.083478016000096,0.144985009119565
Adjusted,MAR,Unweighted,2500,Imputed,-0.137708348867023,69.4677085422462,0,0.0976444784179484,0.139776696162157
Adjusted,MAR,Unweighted,2500,Imputed w/ PRS,-0.136521840539856,68.8691681100014,0,0.0963278017311964,0.138576832215385
Adjusted,MAR,Weighted,2500,Complete case,-0.0238338289841595,12.0231017141606,0.8,0.15582184700622,0.0548866889956188
Adjusted,MAR,Weighted,2500,Imputed,-0.0118785922630914,5.99221900497432,0.876,0.147648888691241,0.0475789475656403
Adjusted,MAR,Weighted,2500,Imputed w/ PRS,-0.0110860770311,5.59243048376833,0.866,0.14693352875546,0.0472488818977731
Unadjusted,MNAR,Unweighted,2500,Complete case,-0.23626705283284,112.937577000519,0,0.0864513959787437,0.237345861686961
Unadjusted,MNAR,Unweighted,2500,Imputed,-0.262397825013146,125.428299087293,0,0.102760470474418,0.263729586717043
Unadjusted,MNAR,Unweighted,2500,Imputed w/ PRS,-0.253547704274591,121.197869239415,0,0.10045751937248,0.254821402899083
Unadjusted,MNAR,Weighted,2500,Complete case,-0.0877798310003609,41.9594746869329,0.41,0.19331615633895,0.108031732224783
Unadjusted,MNAR,Weighted,2500,Imputed,-0.0901522929677421,43.0935308446126,0.406,0.19239498366902,0.109927236064456
Unadjusted,MNAR,Weighted,2500,Imputed w/ PRS,-0.082486616692628,39.4292751043327,0.434,0.190429428315096,0.103376290073194
Adjusted,MNAR,Unweighted,2500,Complete case,-0.220740374532497,111.35365522636,0,0.0873750552855615,0.221881615191138
Adjusted,MNAR,Unweighted,2500,Imputed,-0.224001833386096,112.998915480574,0,0.104288636208274,0.22554524260852
Adjusted,MNAR,Unweighted,2500,Imputed w/ PRS,-0.215644062839618,108.782793704643,0,0.101717482985944,0.217125341367644
Adjusted,MNAR,Weighted,2500,Complete case,-0.0740158591606083,37.3376935674258,0.465,0.167809214134864,0.0914379066607776
Adjusted,MNAR,Weighted,2500,Imputed,-0.0686374863939824,34.6245448378284,0.488,0.160666340009297,0.085515021370938
Adjusted,MNAR,Weighted,2500,Imputed w/ PRS,-0.0630737283892724,31.8178775395079,0.529,0.159113528517187,0.0808271234461762
