raw_bias,per_bias,cov_rate,avg_wide,rmse
-0.154305617802987,77.2012524091008,0,0.0440086609688552,0.154305617802987
-0.15148596699851,75.7905417910344,0,0.0407945516061661,0.15148596699851
-0.157162705591695,78.6306932724437,0,0.0442846426810714,0.157162705591695
-0.0156457922393167,7.82780804098795,1,0.0943162363259487,0.0156457922393167
-0.0520331041599819,26.0328876231363,1,0.213420524105445,0.0520331041599819
-0.0569596885854645,28.4977265133965,1,0.17609772867168,0.0569596885854645
-0.125918662039937,66.4621876331196,0,0.0437502134197657,0.125918662039937
-0.122515321397336,64.665841796025,0,0.0398080290311422,0.122515321397336
-0.128313305415718,67.7261244855067,0,0.0420609483964696,0.128313305415718
-0.00849878169862964,4.48581341920625,1,0.0777016536497763,0.00849878169862964
-0.0336578353830511,17.7652250612662,1,0.178456515732526,0.0336578353830511
-0.0375660669155082,19.8280616036482,1,0.138714734606732,0.0375660669155082
-0.162702516302687,81.4023378249058,0,0.0425411951358562,0.162702516302687
-0.198673746933178,99.3992461352443,0,0.0441029052708304,0.198673746933178
-0.198651958047379,99.3883448518288,0,0.0946701130854938,0.198651958047379
-0.0423892357210674,21.2079257575004,1,0.149888817865193,0.0423892357210674
0.00204157838575442,1.02143013660608,1,0.139057782842713,0.00204157838575442
0.00124342404753297,0.622102390774266,1,0.144875983141728,0.00124342404753297
-0.168090054825781,88.7210250022283,0,0.0419063031834363,0.168090054825781
-0.166969792199647,88.1297297672704,0,0.0436806138639037,0.166969792199647
-0.167584315593461,88.4540865261729,0,0.0972391509688961,0.167584315593461
-0.0316035623200126,16.6809419252047,1,0.132292942715067,0.0316035623200126
-0.000695227595309433,0.366953921989126,1,0.101860228085249,0.000695227595309433
-0.00178573864612763,0.942545727852518,1,0.108775050762867,0.00178573864612763
-0.237350147946992,118.749588912494,0,0.045242543795225,0.237350147946992
-0.34121938169857,170.716815035354,0,0.0432165651859343,0.34121938169857
-0.31502372269966,157.610761534569,0,0.0555111312435654,0.31502372269966
-0.101976537556172,51.0202838222769,0,0.150817001073727,0.101976537556172
-0.122865430852894,61.4712884383624,0,0.141003897789145,0.122865430852894
-0.101991003355305,51.0275212633116,0,0.143207509682896,0.101991003355305
-0.265390653821624,140.078072182618,0,0.0455241087424398,0.265390653821624
-0.306498266261056,161.775426703687,0,0.0485199849592163,0.306498266261056
-0.276743665616359,146.070400784898,0,0.0588639384559772,0.276743665616359
-0.0840209936825931,44.3478270558699,0,0.147984784811032,0.0840209936825931
-0.0826026009881836,43.5991732831401,0,0.121841092322112,0.0826026009881836
-0.0654603795726442,34.5511932799321,0,0.120241411060926,0.0654603795726442
