adj,miss_data,weight,size,method,raw_bias,per_bias,cov_rate,avg_wide,rmse
Unadjusted,MCAR,Unweighted,100,Complete case,-0.119123093952846,58.3923721631422,0.8,0.452794904650336,0.172834984462736
Unadjusted,MCAR,Unweighted,100,Imputed,-0.128504283428425,62.990891971634,0.8,0.464768329645116,0.172505255997015
Unadjusted,MCAR,Unweighted,100,Imputed w/ PRS,-0.127139040350587,62.3216700831742,0.8,0.464092572689749,0.167698335020712
Unadjusted,MCAR,Weighted,100,Complete case,-0.0423629355820656,20.7656821053555,0.84,0.529333658681676,0.174704016170102
Unadjusted,MCAR,Weighted,100,Imputed,-0.0906519881999625,44.4362588029854,0.92,0.655798638420056,0.199633562662689
Unadjusted,MCAR,Weighted,100,Imputed w/ PRS,-0.0679789813896039,33.3222874663108,0.92,0.655634840512055,0.169757236441577
Adjusted,MCAR,Unweighted,100,Complete case,-0.100643968210247,51.6605422700302,0.8,0.460277843170408,0.155220509575178
Adjusted,MCAR,Unweighted,100,Imputed,-0.106382033954778,54.6058910397081,0.88,0.464975552981681,0.15080410274543
Adjusted,MCAR,Unweighted,100,Imputed w/ PRS,-0.102867120783314,52.8016863397246,0.88,0.468565282108004,0.148602164649169
Adjusted,MCAR,Weighted,100,Complete case,-0.041499724515761,21.301805867416,0.88,0.463874542845652,0.150848645964395
Adjusted,MCAR,Weighted,100,Imputed,-0.0754035898065987,38.7046576937254,0.92,0.539825725907808,0.169751183395283
Adjusted,MCAR,Weighted,100,Imputed w/ PRS,-0.0557543788963923,28.618719024466,0.92,0.540301911417215,0.141431868953538
Unadjusted,MAR,Unweighted,100,Complete case,-0.126726417105814,62.1194082943604,0.88,0.458617529267994,0.161263832756998
Unadjusted,MAR,Unweighted,100,Imputed,-0.179242131356645,87.8618317757523,0.8,0.613736718756827,0.22007966708539
Unadjusted,MAR,Unweighted,100,Imputed w/ PRS,-0.13433538473795,65.8492112654691,0.96,0.683987350748732,0.172168155598247
Unadjusted,MAR,Weighted,100,Complete case,-0.0239272522144507,11.728783813327,0.88,0.545783351304085,0.171838134262293
Unadjusted,MAR,Weighted,100,Imputed,-0.000449040802669032,0.22011313504219,0.96,0.614171058577851,0.177675889833608
Unadjusted,MAR,Weighted,100,Imputed w/ PRS,0.0344156590870231,16.8700451521581,0.96,0.620612443917972,0.163573064059893
Adjusted,MAR,Unweighted,100,Complete case,-0.145201785309362,74.5320668595656,0.76,0.465826579334387,0.180638488160133
Adjusted,MAR,Unweighted,100,Imputed,-0.142476274617211,73.1330624003499,0.8,0.623435074483765,0.200060434095306
Adjusted,MAR,Unweighted,100,Imputed w/ PRS,-0.101794104856827,52.2509073351557,0.92,0.687230883834555,0.158081833978856
Adjusted,MAR,Weighted,100,Complete case,-0.0634268405608745,32.5569930927654,0.92,0.471117982554336,0.147503282580146
Adjusted,MAR,Weighted,100,Imputed,-0.00249380412675607,1.28006949442143,0.88,0.53135412991022,0.158383342748309
Adjusted,MAR,Weighted,100,Imputed w/ PRS,0.027268423810623,13.9968801504625,0.96,0.53278402626064,0.140502164245965
Unadjusted,MNAR,Unweighted,100,Complete case,-0.231094033869813,113.278864598241,0.52,0.496811373813329,0.252345411159229
Unadjusted,MNAR,Unweighted,100,Imputed,-0.302059946487213,148.06530140866,0.4,0.623168603304862,0.330193946573583
Unadjusted,MNAR,Unweighted,100,Imputed w/ PRS,-0.283267048947005,138.853302032401,0.6,0.690097624248142,0.315198023856766
Unadjusted,MNAR,Weighted,100,Complete case,-0.114020098039301,55.8909593250181,0.88,0.612907620999766,0.226388672208185
Unadjusted,MNAR,Weighted,100,Imputed,-0.12559651032812,61.5655447664464,0.84,0.676191284104645,0.240191879242424
Unadjusted,MNAR,Weighted,100,Imputed w/ PRS,-0.104513368034421,51.2309014128284,0.8,0.696099006102939,0.23284088278412
Adjusted,MNAR,Unweighted,100,Complete case,-0.277815712350942,142.602786897298,0.44,0.521616632581234,0.300171182282848
Adjusted,MNAR,Unweighted,100,Imputed,-0.276023828153065,141.683012856255,0.56,0.679952656023481,0.307433945731073
Adjusted,MNAR,Unweighted,100,Imputed w/ PRS,-0.257185222000501,132.013157555836,0.72,0.763530540428888,0.294905965886213
Adjusted,MNAR,Weighted,100,Complete case,-0.168227720878413,86.3512780743598,0.72,0.53856503967396,0.245475264578416
Adjusted,MNAR,Weighted,100,Imputed,-0.120609765777915,61.9089848497648,0.76,0.578457822578741,0.218816640747292
Adjusted,MNAR,Weighted,100,Imputed w/ PRS,-0.10227286033128,52.4966524887383,0.76,0.609260508654566,0.211321168590093
